TUs	TU_Genes	Gene_Names
cvpA-purF-ubiX	ubiX // purF // cvpA	ubiX // purF // cvpA
rseX	rseX	rseX
treR	treR	treR
gltIJKL-sroC	sroC // gltL // gltK // gltJ // gltI	sroC // gltL // gltK // gltJ // gltI
mutY-yggX	yggX // mutY	yggX // mutY
efeU	efeU	efeU
yajQ	yajQ	yajQ
yegP	yegP	yegP
ansB	ansB	ansB
zapE	zapE	zapE
livKHMGF	livF // livG // livM // livH // livK	livF // livG // livM // livH // livK
truD	truD	truD
rlmL-uup	rlmL // uup	rlmL // uup
recC	recC	recC
apaGH	apaH // apaG	apaH // apaG
yccFS	yccF // yccS	yccF // yccS
yacH	yacH	yacH
sbmC	sbmC	sbmC
purR	purR	purR
deaD	deaD	deaD
nlpD-rpoS	rpoS // nlpD	rpoS // nlpD
ybbB	selU	selU
pth-ychF	ychF // pth	ychF // pth
groSL	groL // groS	groL // groS
ycaM	ycaM	ycaM
chiX	chiX	chiX
msrQ // msrP	msrQ // msrP	msrQ // msrP
nagBACD	umpH // nagC // nagA // nagB	umpH // nagC // nagA // nagB
yqjF	yqjF	yqjF
hypBCDE	hypB // hypC // hypD // hypE	hypB // hypC // hypD // hypE
relA-mazEF	mazF // mazE // relA	mazF // mazE // relA
flgK	flgL // flgK	flgL // flgK
gntRKU	gntU // gntK // gntR	gntU // gntK // gntR
yliI	yliI	yliI
ribC	ribC	ribC
sdiA	sdiA	sdiA
glnALG	glnG // glnL // glnA	glnG // glnL // glnA
hldE	hldE	hldE
htgA	mbiA	mbiA
insQ	insQ	insQ
hemL	hemL	hemL
zntA	zntA	zntA
ybhP // clsB // ybhN	ybhP // clsB // ybhN	ybhP // clsB // ybhN
pepE	pepE	pepE
yebE	yebE	yebE
aroL-yaiA-aroM	aroL // yaiA // aroM	aroL // yaiA // aroM
plsC	plsC	plsC
csgBAC	csgC // csgB // csgA	csgC // csgB // csgA
coaA	coaA	coaA
htpG	htpG	htpG
norVW	norW // norV	norW // norV
pgaABCD	pgaD // pgaC // pgaB // pgaA	pgaD // pgaC // pgaB // pgaA
cbl	cbl	cbl
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	lpxC // ftsZ // ftsA // ftsQ // ddlB // murC // murG // ftsW // murD // mraY // murF // murE // ftsI // ftsL // rsmH // mraZ	lpxC // ftsZ // ftsA // ftsQ // ddlB // murC // murG // ftsW // murD // mraY // murF // murE // ftsI // ftsL // rsmH // mraZ
yghG	yghG	yghG
xseB-ispA-dxs-yajO	yajO // dxs // ispA // xseB	yajO // dxs // ispA // xseB
yehF	yehF	yehF
trmB // yggL	trmB // yggL	trmB // yggL
udk-dcd	dcd // udk	dcd // udk
yjiXA	yjiX // yjiA	yjiX // yjiA
uxaCA	uxaA // uxaC	uxaA // uxaC
sdiA	sdiA	sdiA
ybbN	cnoX	cnoX
insH3	insH3	insH3
cdgI	cdgI	cdgI
ldrD	ldrD	ldrD
secE-nusG	secE // nusG	secE // nusG
zapA	zapA	zapA
yjhF	yjhF	yjhF
murQP	murP // murQ	murP // murQ
micL	micL	micL
ygcG	ygcG	ygcG
citCDEFXG	citC // citD // citE // citF // citX // citG	citC // citD // citE // citF // citX // citG
hxpB	hxpB	hxpB
insG	insG	insG
rplJL-rpoBC	rplJ // rplL // rpoB // rpoC	rplJ // rplL // rpoB // rpoC
yqeA	yqeA	yqeA
yjgL	yjgL	yjgL
yliM-ompX	yliM // ompX	yliM // ompX
aroL-yaiA-aroM	aroM // yaiA // aroL	aroM // yaiA // aroL
nohD	nohD	nohD
narK	narK	narK
rydB	rydB	rydB
nudG	nudG	nudG
pflDC	pflD // pflC	pflD // pflC
yqeJ // yqeI	yqeJ // yqeI	yqeJ // yqeI
fklB	fklB	fklB
menA-rraA	rraA // menA	rraA // menA
nanA	nanA	nanA
ybcI	ybcI	ybcI
ruvC	ruvC	ruvC
blr	blr	blr
fadR	fadR	fadR
tcdA	tcdA	tcdA
motAB-cheAW	cheW // cheA // motB // motA	cheW // cheA // motB // motA
dsbD // yjdC	dsbD // yjdC	dsbD // yjdC
yfgM	yfgM	yfgM
ilvL	ilvL	ilvL
mscK	mscK	mscK
yiaG	yiaG	yiaG
rspA-rspB	rspA // rspB	rspA // rspB
can	can	can
casABCDE12	casA // casB // casC // casD // casE // cas1 // cas2	casA // casB // casC // casD // casE // cas1 // cas2
hipBA	hipA // hipB	hipA // hipB
ghxP	ghxP	ghxP
adiY	adiY	adiY
trg	trg	trg
cspI	cspI	cspI
ampG	ampG	ampG
lsrACDBFG-tam	tam // lsrG // lsrF // lsrB // lsrD // lsrC // lsrA	tam // lsrG // lsrF // lsrB // lsrD // lsrC // lsrA
pinQ	pinQ	pinQ
ygiH	plsY	plsY
kbp	kbp	kbp
fabZ	fabZ	fabZ
yjaA	yjaA	yjaA
zraP	zraP	zraP
acnB	acnB	acnB
recG	recG	recG
hemB	hemB	hemB
yegRZ	yegZ // yegR	yegZ // yegR
tam	tam	tam
yfgO	yfgO	yfgO
yfjI	yfjI	yfjI
clpPX	clpP // clpX	clpP // clpX
sbp terminator // sbp	sbp	sbp
polA	polA	polA
phnLMNOP	phnP // phnO // phnN // phnM // phnL	phnP // phnO // phnN // phnM // phnL
araFGH	araH // araG // araF	araH // araG // araF
yahA	pdeL	pdeL
amyA	amyA	amyA
yddG	yddG	yddG
yegH	yegH	yegH
patZ // tapT	patZ // tapT	patZ // tapT
adiA	adiA	adiA
yihN	yihN	yihN
rpsA-ihfB	ihfB // rpsA	ihfB // rpsA
rrlE-rrfE	rrfE // rrlE	rrfE // rrlE
htrG	ygiM	ygiM
yagN	yagN	yagN
istR-2	istR	istR
ydcR	ydcR	ydcR
ydeJ	ydeJ	ydeJ
IS128	IS128	IS128
rhaBAD	rhaD // rhaA // rhaB	rhaD // rhaA // rhaB
pldA	pldA	pldA
cfa	cfa	cfa
cysH	cysH	cysH
gadC terminator // gadC	gadC	gadC
frsA	frsA	frsA
cspB	cspB	cspB
hrpA	hrpA	hrpA
ychH	ychH	ychH
eutS // eutP // eutQ // eutT // eutD // eutM	eutS // eutP // eutQ // eutT // eutD // eutM	eutS // eutP // eutQ // eutT // eutD // eutM
pstSCAB-phoU	phoU // pstB // pstA // pstC // pstS	phoU // pstB // pstA // pstC // pstS
mnmG-rsmG	mnmG // rsmG	mnmG // rsmG
acpP-fabF	fabF // acpP	fabF // acpP
xerD-dsbC-recJ	recJ // dsbC // xerD	recJ // dsbC // xerD
hlpA-lpxD-fabZ-lpxA	lpxA // fabZ // lpxD // skp	lpxA // fabZ // lpxD // skp
mltD	mltD	mltD
valS	valS	valS
lomR // ynaA	lomR // ynaA	lomR // ynaA
ybjM	ybjM	ybjM
pdeA	pdeA	pdeA
lysR	lysR	lysR
emrD	emrD	emrD
nmpC	nmpC	nmpC
ribE-nusB-thiL-pgpA	pgpA // thiL // nusB // ribE	pgpA // thiL // nusB // ribE
rutABCDEFG	rutA // rutB // rutC // rutD // rutE // rutF // rutG	rutA // rutB // rutC // rutD // rutE // rutF // rutG
mnt-btuF-yadS	mtn // btuF // yadS	mtn // btuF // yadS
atpBEFHAGDC	atpC // atpD // atpG // atpA // atpH // atpF // atpE // atpB	atpC // atpD // atpG // atpA // atpH // atpF // atpE // atpB
mppA	mppA	mppA
yqgC	yqgC	yqgC
tfaS	tfaS	tfaS
gcvTHP	gcvP // gcvH // gcvT	gcvP // gcvH // gcvT
gpmM-envC-yibQ	yibQ // envC // gpmM	yibQ // envC // gpmM
rpoE-rseABC	rseD // rseC // rseB // rseA // rpoE	rseD // rseC // rseB // rseA // rpoE
gadXW	gadW // gadX	gadW // gadX
uxaB	uxaB	uxaB
leuO	leuO	leuO
ssb	ssb	ssb
pgpB	pgpB	pgpB
yncD	yncD	yncD
yfcD	yfcD	yfcD
hypABCDE	hypA // hypB // hypC // hypD // hypE	hypA // hypB // hypC // hypD // hypE
yiaA	yiaA	yiaA
ompR-envZ	envZ // ompR	envZ // ompR
yahA	pdeL	pdeL
yhdWXYZ	yhdZ // yhdY // yhdX // yhdW	yhdZ // yhdY // yhdX // yhdW
yaaJ	yaaJ	yaaJ
lpp	lpp	lpp
ycgV	ycgV	ycgV
yjgN	yjgN	yjgN
arnF // arnE // arnT // arnD // arnA // arnC // arnB	arnF // arnE // arnT // arnD // arnA // arnC // arnB	arnF // arnE // arnT // arnD // arnA // arnC // arnB
malS	malS	malS
mdtEF	mdtF // mdtE	mdtF // mdtE
pheU	pheU	pheU
mreB	mreB	mreB
lpxP	lpxP	lpxP
rrsH-ileV-alaV-rrlH-rrfH	rrfH // rrlH // alaV // ileV // rrsH	rrfH // rrlH // alaV // ileV // rrsH
pepD	pepD	pepD
ymgC	ymgC	ymgC
yifB	yifB	yifB
yejG	yejG	yejG
fur	fur	fur
yhhT	yhhT	yhhT
thrU-tyrU-glyT-thrT-tufB	tufB // thrU // tyrU // glyT // thrT	tufB // thrU // tyrU // glyT // thrT
ybgTE	ybgE // cydX	ybgE // cydX
cueO	cueO	cueO
fkpA	fkpA	fkpA
dinG-ybiB	ybiB // dinG	ybiB // dinG
rluE // nudJ	rluE // nudJ	rluE // nudJ
yhiM	yhiM	yhiM
dusC	dusC	dusC
fumC	fumC	fumC
igaA	igaA	igaA
glmUS	glmS // glmU	glmS // glmU
galF	galF	galF
micF	micF	micF
ahpF	ahpF	ahpF
ubiE-yigP-ubiB	ubiB // ubiJ // ubiE	ubiB // ubiJ // ubiE
dinI	dinI	dinI
ybiN	rlmF	rlmF
mrp	mrp	mrp
tyrP	tyrP	tyrP
mscL	mscL	mscL
rpsU	rpsU	rpsU
secG	secG	secG
mgtA	mgtL // mgtA	mgtL // mgtA
rne	rne	rne
mutY-yggX-mltC-nupG	nupG // mltC // yggX // mutY	nupG // mltC // yggX // mutY
torS	torS	torS
ybaY	ybaY	ybaY
yegL // pphC	yegL // pphC	yegL // pphC
ada-alkB	alkB // ada	alkB // ada
yhcF // yhcE_2	yhcF	yhcF
sdaCB	sdaC // sdaB	sdaC // sdaB
frwD	frwD	frwD
glcC	glcC	glcC
bepA-yfgD	yfgD // bepA	yfgD // bepA
flk	flk	flk
zapC	zapC	zapC
uspG	uspG	uspG
yoeF	yoeF	yoeF
purHD	purD // purH	purD // purH
ubiT-yhbS	ubiT // yhbS	ubiT // yhbS
rpoD	rpoD	rpoD
lptAB	lptB // lptA	lptB // lptA
ribA	ribA	ribA
gntXY	nfuA // yhgH	nfuA // yhgH
lolA-rarA	rarA // lolA	rarA // lolA
glmZ	glmZ	glmZ
hchA	hchA	hchA
melR	melR	melR
sstT	sstT	sstT
glgS	glgS	glgS
asnC-mioC	mioC // asnC	mioC // asnC
fliC	fliC	fliC
bglGFB	bglB // bglF // bglG	bglB // bglF // bglG
iaaA-gsiABCD	gsiD // gsiC // gsiB // gsiA // iaaA	gsiD // gsiC // gsiB // gsiA // iaaA
rhtB	rhtB	rhtB
ftnA	ftnA	ftnA
galS	galS	galS
insC5CD5D5-yqiHIG	yqiI // yqiH // yqiG // insD5 // insC5 // insCD5	yqiI // yqiH // yqiG // insD5 // insC5 // insCD5
yadV-htrE	htrE // yadV	htrE // yadV
C0465	C0465	C0465
ykfBF-yafX-ykfGH-yafW-ykfI	ykfI // yafW // ykfH // ykfG // yafX // ykfF // ykfB	ykfI // yafW // ykfH // ykfG // yafX // ykfF // ykfB
galETKM	galM // galK // galT // galE	galM // galK // galT // galE
ybhB	ybhB	ybhB
oxyS	oxyS	oxyS
holE	holE	holE
aroF-tyrA	tyrA // aroF	tyrA // aroF
yqhH	yqhH	yqhH
cbpAM	cbpM // cbpA	cbpM // cbpA
nadR // radA	nadR // radA	nadR // radA
yahE	yahE	yahE
puuP	ymjE // puuP	ymjE // puuP
rsxABCDGE-nth	nth // rsxE // rsxG // rsxD // rsxC // rsxB // rsxA	nth // rsxE // rsxG // rsxD // rsxC // rsxB // rsxA
ybgD	ybgD	ybgD
nudL // pabB	nudL // pabB	nudL // pabB
ybfD	ybfD	ybfD
yoaA	yoaA	yoaA
adrA	dgcC	dgcC
yqgF // yqgE	yqgF // yqgE	yqgF // yqgE
ybgC-tolQRA	ybgC // tolQ // tolR // tolA	ybgC // tolQ // tolR // tolA
yjiS	yjiS	yjiS
gadE-mdtEF	gadF // mdtF // mdtE // gadE	gadF // mdtF // mdtE // gadE
lgt	lgt	lgt
ldhA	ldhA	ldhA
djlC // ybeU	djlC // ybeU	djlC // ybeU
yeaD	yeaD	yeaD
ldrA	ldrA	ldrA
rpsP-rimM-trmD-rplS	rplS // trmD // rimM // rpsP	rplS // trmD // rimM // rpsP
yqfB	yqfB	yqfB
yjhV // yjhW // insO2	yjhV	yjhV
galK	galK	galK
mltF	mltF	mltF
rnk	rnk	rnk
yniD	yniD	yniD
marC	marC	marC
rnc-era	era // rnc	era // rnc
ygeX	ygeX	ygeX
bdcA	bdcA	bdcA
ecnB	ecnB	ecnB
yejG	yejG	yejG
rzoD	rzoD	rzoD
pta	pta	pta
ydhY // ydhV // ydhW	ydhY // ydhV // ydhW	ydhY // ydhV // ydhW
iap	iap	iap
panBC	panC // panB	panC // panB
yqeF	yqeF	yqeF
yjfN	yjfN	yjfN
kup	kup	kup
acpP	acpP	acpP
ylbG	ylbG	ylbG
metR	metR	metR
ydgA	ydgA	ydgA
emtA	emtA	emtA
ppnN	ppnN	ppnN
moaABCDE	moaA // moaB // moaC // moaD // moaE	moaA // moaB // moaC // moaD // moaE
yjdJ // yjdI	yjdJ // yjdI	yjdJ // yjdI
dam-rpe-gph-trpS	trpS // gph // rpe // dam	trpS // gph // rpe // dam
ucpA	ucpA	ucpA
ivbL	ivbL	ivbL
ylaC	ylaC	ylaC
pgl	pgl	pgl
dicF	dicF	dicF
aslA	aslA	aslA
ygbM // ygbL	ygbM // ygbL	ygbM // ygbL
glyQS	glyS // glyQ	glyS // glyQ
alr	alr	alr
spf	spf	spf
bssS	bssS	bssS
thrL	thrL	thrL
nrdR-ribDE-nusB-thiL-pgpA	pgpA // thiL // nusB // ribE // ribD // nrdR	pgpA // thiL // nusB // ribE // ribD // nrdR
ompT	ompT	ompT
ydfI	ydfI	ydfI
yghU	yghU	yghU
ypjC	ypjC	ypjC
envY-ompT	ompT // envY	ompT // envY
sroH	sroH	sroH
mutS	mutS	mutS
secG-leuU	leuU // secG	leuU // secG
sdiA	sdiA	sdiA
insD1 // insC1 // insCD1	insD1 // insC1 // insCD1	insD1 // insC1 // insCD1
otsBA	otsB // otsA	otsB // otsA
yneO	yneO	yneO
yfeN	yfeN	yfeN
smpB	smpB	smpB
chbBCARFG	chbG // chbF // chbR // chbA // chbC // chbB	chbG // chbF // chbR // chbA // chbC // chbB
kdgT	kdgT	kdgT
aroP	aroP	aroP
tyrV-tpr	tpr // tyrV	tpr // tyrV
yghF	yghF	yghF
rclR	rclR	rclR
agp	agp	agp
pptA	pptA	pptA
yedP	yedP	yedP
pgpC-tadA	pgpC // tadA	pgpC // tadA
accD	accD	accD
yihI	yihI	yihI
pqiABC	pqiC // pqiB // pqiA	pqiC // pqiB // pqiA
selD-topB	topB // selD	topB // selD
yggN	yggN	yggN
insA3 // insB3 // insAB3	insA3 // insB3 // insAB3	insA3 // insB3 // insAB3
rfaQGPSBIJYZ-waaU	waaU // waaZ // waaY // waaJ // waaO // waaB // waaS // waaP // waaG // waaQ	waaU // waaZ // waaY // waaJ // waaO // waaB // waaS // waaP // waaG // waaQ
sutR	sutR	sutR
yddH	yddH	yddH
rlmN	rlmN	rlmN
fadBA	fadA // fadB	fadA // fadB
yigG // yigF	yigG // yigF	yigG // yigF
xseA	xseA	xseA
glxK	glxK	glxK
ydbK-ompN	ompN // ydbK	ompN // ydbK
yafNOP	yafP // yafO // yafN	yafP // yafO // yafN
rhoL-rho	rhoL // rho	rhoL // rho
pdxI	pdxI	pdxI
ycgB	ycgB	ycgB
yffS	yffS	yffS
nrfABCDEFG	nrfA // nrfB // nrfC // nrfD // nrfE // nrfF // nrfG	nrfA // nrfB // nrfC // nrfD // nrfE // nrfF // nrfG
cbrB	cbrB	cbrB
glpR	glpR	glpR
rrsA-ileT-alaT-rrlA-rrfA	rrfA // rrlA // alaT // ileT // rrsA	rrfA // rrlA // alaT // ileT // rrsA
pdeR	pdeR	pdeR
gmhB	gmhB	gmhB
ptrA	ptrA	ptrA
rzoR	rzoR	rzoR
zur	zur	zur
yfeO	yfeO	yfeO
livJ	livJ	livJ
nepI	nepI	nepI
arcA	arcA	arcA
nagC	nagC	nagC
plsB	plsB	plsB
fldA-uof-fur	uof // fur // fldA	uof // fur // fldA
tyrP	tyrP	tyrP
ymjC // mpaA	ymjC // mpaA	ymjC // mpaA
ypdI	ypdI	ypdI
yfdC	yfdC	yfdC
tonB	tonB	tonB
secB-gpsA	secB // gpsA	secB // gpsA
mobAB	mobB // mobA	mobB // mobA
sroA	sroA	sroA
pstCAB-phoU	phoU // pstB // pstA // pstC	phoU // pstB // pstA // pstC
yabI	yabI	yabI
pyrG-eno	eno // pyrG	eno // pyrG
rluB	rluB	rluB
gstB	gstB	gstB
yfbU-hxpA	yfbU // hxpA	yfbU // hxpA
fecABCDE	fecE // fecD // fecC // fecB // fecA	fecE // fecD // fecC // fecB // fecA
yiaD	yiaD	yiaD
putP	putP	putP
hypF	hypF	hypF
argT-hisJQMP	hisP // hisM // hisQ // hisJ // argT	hisP // hisM // hisQ // hisJ // argT
yjtD	yjtD	yjtD
hisS	hisS	hisS
ldcA	ldcA	ldcA
yjgB	ahr	ahr
yfaX // rhmD	yfaX // rhmD	yfaX // rhmD
udp	udp	udp
gor	gor	gor
metY-yhbC-nusA-infB	infB // nusA // rimP // metY	infB // nusA // rimP // metY
insJ	insJ	insJ
gpmA	gpmA	gpmA
rrsG-gltW-rrlG-rrfG	rrfG // rrlG // gltW // rrsG	rrfG // rrlG // gltW // rrsG
manA	manA	manA
bluF	bluF	bluF
cbrA	cbrA	cbrA
mepS	mepS	mepS
cadC	cadC	cadC
yhhN	yhhN	yhhN
pheV	pheV	pheV
insH-2	insH2	insH2
trxC	trxC	trxC
srkA-dsbA	dsbA // srkA	dsbA // srkA
metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	pnp // rpsO // truB // rbfA // infB // nusA // rimP // metY	pnp // rpsO // truB // rbfA // infB // nusA // rimP // metY
cobB // nagK	cobB // nagK	cobB // nagK
panZ	panZ	panZ
yohF	yohF	yohF
cyoABCDE	cyoE // cyoD // cyoC // cyoB // cyoA	cyoE // cyoD // cyoC // cyoB // cyoA
yhfZ // yhfY	yhfZ // yhfY	yhfZ // yhfY
pyrLBI	pyrL // pyrI // pyrB	pyrL // pyrI // pyrB
diaA	diaA	diaA
fhuE	fhuE	fhuE
rnlB	rnlB	rnlB
mutY-yggX	yggX // mutY	yggX // mutY
mdtG	mdtG	mdtG
ybhD	ybhD	ybhD
rcnB	rcnB	rcnB
tnaCAB	tnaC // tnaA // tnaB	tnaC // tnaA // tnaB
yhdU	yhdU	yhdU
glgCAP	glgP // glgA // glgC	glgP // glgA // glgC
ymbA	pqiC	pqiC
serA	serA	serA
yecR	yecR	yecR
yicR-rpmBG-mutM	mutM // rpmG // rpmB // yicR	mutM // rpmG // rpmB // yicR
insB4 // insA4 // insAB4	insB4 // insA4 // insAB4	insB4 // insA4 // insAB4
yahO	yahO	yahO
wcaK // wcaL // wcaM	wcaK // wcaL // wcaM	wcaK // wcaL // wcaM
uvrA	uvrA	uvrA
elbB // mtgA	elbB // mtgA	elbB // mtgA
yecM-cutC	yecM // cutC	yecM // cutC
rlmM	rlmM	rlmM
dcuD	dcuD	dcuD
spy	spy	spy
ulaG	ulaG	ulaG
asnS	asnS	asnS
ubiF	ubiF	ubiF
phoBR	phoB // phoR	phoB // phoR
yraK // yraJ // yraI	yraK // yraJ // yraI	yraK // yraJ // yraI
rpsU-dnaG-rpoD	rpsU // dnaG // rpoD	rpsU // dnaG // rpoD
mtr	mtr	mtr
asr	asr	asr
asnB	asnB	asnB
lysO	lysO	lysO
micA	micA	micA
yedR // yedJ	yedR // yedJ	yedR // yedJ
lexA-dinF	lexA // dinF	lexA // dinF
ygjQ	ygjQ	ygjQ
dnaKJ	tpke11 // dnaK // dnaJ	tpke11 // dnaK // dnaJ
rpmI-rplT	rplT // rpmI	rplT // rpmI
eno	eno	eno
crr	crr	crr
ybiU	ybiU	ybiU
rdlC	rdlC	rdlC
insA5B5AB5	insA5 // insB5 // insAB5	insA5 // insB5 // insAB5
dusB-fis	dusB // fis	dusB // fis
sroG-ribB	sroG // ribB	sroG // ribB
htpX	htpX	htpX
yeiW	yeiW	yeiW
selD-topB	topB // selD	topB // selD
gntR	gntR	gntR
ybhI	ybhI	ybhI
nfuA	nfuA	nfuA
yebW	yebW	yebW
argF	argF	argF
yqhD-dkgA	dkgA // yqhD	dkgA // yqhD
pflB	pflB	pflB
yjjI	yjjI	yjjI
yobF-cspC	cspC // yobF	cspC // yobF
secMA-mutT	mutT // secA // secM	mutT // secA // secM
ybgIJKL-nei	nei // pxpA // pxpC // pxpB // ybgI	nei // pxpA // pxpC // pxpB // ybgI
imp	lptD	lptD
bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE	dnaE // rnhB // lpxB // lpxA // fabZ // lpxD // skp // bamA	dnaE // rnhB // lpxB // lpxA // fabZ // lpxD // skp // bamA
ybfC // ybfO	ybfC // ybfO	ybfC // ybfO
yeaW // yeaV	yeaW // yeaV	yeaW // yeaV
yjjB-dnaTC-yjjA	yjjA // dnaC // dnaT // yjjB	yjjA // dnaC // dnaT // yjjB
tehAB	tehA // tehB	tehA // tehB
yjiM // yjiL	yjiM // yjiL	yjiM // yjiL
ogt	ogt	ogt
yajG-ampG	ampG // yajG	ampG // yajG
macB	macB	macB
rsfS-rlmH-mrdAB-rlpA	rsfS // rlmH // mrdA // mrdB // rlpA	rsfS // rlmH // mrdA // mrdB // rlpA
ydjLKJIHG	ydjL // ydjK // ydjJ // ydjI // ydjH // ydjG	ydjL // ydjK // ydjJ // ydjI // ydjH // ydjG
ivy	ivy	ivy
rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	rpsQ // rpmC // rplP // rpsC // rplV // rpsS // rplB // rplW // rplD // rplC // rpsJ	rpsQ // rpmC // rplP // rpsC // rplV // rpsS // rplB // rplW // rplD // rplC // rpsJ
xerD	xerD	xerD
yjhE	yjhE	yjhE
tolC-ygiBC	ygiC // ygiB // tolC	ygiC // ygiB // tolC
galET	galT // galE	galT // galE
ydhB	ydhB	ydhB
ybdN	ybdN	ybdN
ydiV	ydiV	ydiV
micC	micC	micC
rcsC	rcsC	rcsC
glyU	glyU	glyU
cybC	cybC	cybC
ybgA-phr	phr // ybgA	phr // ybgA
degQ	degQ	degQ
ybcM // ybcL	ybcM // ybcL	ybcM // ybcL
cho	cho	cho
ydhR	ydhR	ydhR
helD	helD	helD
nuoABCEFGHIJKLMN	nuoN // nuoM // nuoL // nuoK // nuoJ // nuoI // nuoH // nuoG // nuoF // nuoE // nuoC // nuoB // nuoA	nuoN // nuoM // nuoL // nuoK // nuoJ // nuoI // nuoH // nuoG // nuoF // nuoE // nuoC // nuoB // nuoA
ygeA	ygeA	ygeA
yjeT	yjeT	yjeT
rpsMKD-rpoA-rplQ	rpsK // rpsD // rpoA // rplQ // rpsM	rpsK // rpsD // rpoA // rplQ // rpsM
cbpA-cbpM	cbpM // cbpA	cbpM // cbpA
fetAB	fetB // fetA	fetB // fetA
yggE	yggE	yggE
ydgH	ydgH	ydgH
dsrA	dsrA	dsrA
yqcC // truC // yqcA	yqcC // truC // yqcA	yqcC // truC // yqcA
mdoGH	opgG // opgH	opgG // opgH
rdcAB	rdcB // rdcA	rdcB // rdcA
aroKB-damX-dam-rpe-gph-trpS	trpS // gph // rpe // dam // damX // aroB // aroK	trpS // gph // rpe // dam // damX // aroB // aroK
gatZABCD	gatA // gatB // gatC // gatD // gatZ	gatA // gatB // gatC // gatD // gatZ
trpL	trpL	trpL
ffs	ffs	ffs
epd-pgk-fbaA	fbaA // pgk // epd	fbaA // pgk // epd
dicC-ydfXW	dicC // ydfX // ydfW	dicC // ydfX // ydfW
ais	ais	ais
mltB	mltB	mltB
ftsYEX	ftsX // ftsE // ftsY	ftsX // ftsE // ftsY
yjbM // yjbL	yjbM // yjbL	yjbM // yjbL
acnA	acnA	acnA
entH	entH	entH
fumC	fumC	fumC
brnQ-proY	proY // brnQ	proY // brnQ
hemL	hemL	hemL
ydfG	ydfG	ydfG
ygfZ	ygfZ	ygfZ
ypjA	ypjA	ypjA
dnaTC-yjjA	yjjA // dnaC // dnaT	yjjA // dnaC // dnaT
eptC	eptC	eptC
proVWX	proX // proW // proV	proX // proW // proV
hfq-hflXKC	hflC // hflK // hflX // hfq	hflC // hflK // hflX // hfq
ddpXABCDF	ddpF // ddpD // ddpC // ddpB // ddpA // ddpX	ddpF // ddpD // ddpC // ddpB // ddpA // ddpX
yaiL	yaiL	yaiL
yhhY	yhhY	yhhY
ydeT // ydeS // ydeR	ydeT // ydeS // ydeR	ydeT // ydeS // ydeR
yfcN	smrB	smrB
yfjD	yfjD	yfjD
basRS	basS // basR	basS // basR
fdhD	fdhD	fdhD
yceD-rpmF	rpmF // yceD	rpmF // yceD
yaiA-aroM	aroM // yaiA	aroM // yaiA
yjhC // yjhB	yjhC // yjhB	yjhC // yjhB
ykgA	ykgA	ykgA
rpiA	rpiA	rpiA
yncI	yncI	yncI
yecH	yecH	yecH
yphF // yphE // yphD	yphF // yphE // yphD	yphF // yphE // yphD
gntT	gntT	gntT
pepQ-yigZ-trkH-hemG	hemG // trkH // yigZ // pepQ	hemG // trkH // yigZ // pepQ
rnpB	rnpB	rnpB
rfbACX	rfbX // rfbC // rfbA	rfbX // rfbC // rfbA
ydiY	ydiY	ydiY
yagF // yagE	yagF // yagE	yagF // yagE
galP	galP	galP
ydcL	ydcL	ydcL
ydcI	ydcI	ydcI
yfgG	yfgG	yfgG
torCAD	torC // torA // torD	torC // torA // torD
yifK	yifK	yifK
hupB	hupB	hupB
nrdG	nrdG	nrdG
purU	purU	purU
rayT	rayT	rayT
yhfG-fic-pabA	pabA // fic // yhfG	pabA // fic // yhfG
insC2 // insD2 // insCD2	insC2 // insD2 // insCD2	insC2 // insD2 // insCD2
yceF	yceF	yceF
yffL	yffL	yffL
manXYZ	manX // manY // manZ	manX // manY // manZ
mdtL	mdtL	mdtL
glpEGR	glpR // glpG // glpE	glpR // glpG // glpE
nfuA	nfuA	nfuA
csiE	csiE	csiE
yaeQ-arfB-nlpE	nlpE // arfB // yaeQ	nlpE // arfB // yaeQ
rplT	rplT	rplT
ydaG // ydaF	ydaG // ydaF	ydaG // ydaF
ytfH	ytfH	ytfH
alaC	alaC	alaC
umuDC	umuD // umuC	umuD // umuC
selC	selC	selC
arcA	arcA	arcA
chaC	chaC	chaC
yjbEFGH	yjbH // yjbG // yjbF // yjbE	yjbH // yjbG // yjbF // yjbE
yadE	yadE	yadE
pheMST-ihfA	ihfA // pheM // pheT // pheS	ihfA // pheM // pheT // pheS
ompG // ymjB // ycjV // ycjU // ycjT // ycjS // ycjR // ycjQ // ycjP // ycjO // ycjN // ycjM	ompG // ymjB // ycjV // ycjU // ycjT // ycjS // ycjR // ycjQ // ycjP // ycjO // ycjN // ycjM	ompG // ymjB // ycjV // ycjU // ycjT // ycjS // ycjR // ycjQ // ycjP // ycjO // ycjN // ycjM
yobH	yobH	yobH
yfcV	yfcV	yfcV
fepB	fepB	fepB
yibI // yibH	yibI // yibH	yibI // yibH
eda	eda	eda
shoB	shoB	shoB
alaA-yfbR	yfbR // alaA	yfbR // alaA
kefC // kefF	kefC // kefF	kefC // kefF
lysC	lysC	lysC
