"TUs"	"TU_Genes"	"Gene_Names"
TU0-2701	G0-8905 // G7080	"isrC" // "flu"
TU-8441	G7866	"ytfE"
TU0-5961	EG10200	"cytR"
TU0-13131	G6559	"mdtH"
TU0-8572	G7597	"ygjH"
TU0-13521	EG11995 // G8209	"yehI" // "molR_3"
TU00091	EG10562	"malT"
TU0-13913	EG11359 // EG12173 // G7711 // G7710 // G7709 // G7708 // G7707 // G7706 // G7705 // G7704 // G7703 // G7702	"gspO" // "gspM" // "gspL" // "gspK" // "gspJ" // "gspI" // "gspH" // "gspG" // "gspF" // "gspE" // "gspD" // "gspC"
TU00475	EG11044 // EG10794 // EG10169	"ubiX" // "purF" // "cvpA"
TU0-14332	G0-10574	"rseX"
TU0-2442	EG12202	"treR"
TU-8412	G0-9383 // EG12663 // EG12662 // EG12661 // G6359	"sroC" // "gltL" // "gltK" // "gltJ" // "gltI"
TU0-5567	G7532 // EG10627	"yggX" // "mutY"
TU0-13115	G0-10495 // G6525	"efeU_2" // "efeU_1"
TU0-8555	G6240	"yajQ"
TU0-13504	G7117	"yegP"
TU00075	EG10046	"ansB"
TU0-13896	G7680	"zapE"
TU00457	EG10536 // EG10537 // EG10541 // EG10538 // EG10540	"livF" // "livG" // "livM" // "livH" // "livK"
TU0-14314	G7422	"truD"
TU0-2001	G6488 // G6489	"rlmL" // "uup"
TU-8388	EG10825	"recC"
TU0-5202	EG10048 // EG10047	"apaH" // "apaG"
TU0-13099	G6496 // G6495	"yccF" // "yccS"
TU0-8539	EG12315	"yacH"
TU0-13487	EG11892	"sbmC"
TU00059	EG10800	"purR"
TU0-13880	EG10215	"deaD"
TU00440	EG10510 // EG12111	"rpoS" // "nlpD"
TU0-14295	EG11768	"selU"
TU0-1781	EG11404 // EG10785	"ychF" // "pth"
TU0-5003	EG10599 // EG10600	"groL" // "groS"
TU0-13082	G6466	"ycaM"
TU0-8522	G0-9382	"chiX"
TU0-13469	G7060 // G7059	"msrQ" // "msrP"
TU00043	EG10634 // EG10636 // EG10632 // EG10633	"umpH" // "nagC" // "nagA" // "nagB"
TU0-13864	G7615	"yqjF"
TU00424	EG10484 // EG10485 // EG10486 // EG10487	"hypB" // "hypC" // "hypD" // "hypE"
TU0-14269	EG11249 // EG10571 // EG10835	"mazF" // "mazE" // "relA"
TU0-1545	EG11545 // EG11967	"flgL" // "flgK"
TU0-4881	EG12631 // EG12629 // EG12630	"gntU" // "gntK" // "gntR"
TU0-13066	G6437	"yliI"
TU0-8504	EG11406	"ribC"
TU0-13452	EG10935	"sdiA"
TU00027	EG10385 // EG10387 // EG10383	"glnG" // "glnL" // "glnA"
TU0-13846	G7590	"rfaE"
TU00406	EG11509	"htgA"
TU0-14243	G6743	"ydcM"
TU0-14806	EG10432	"hemL"
TU0-4623	EG12215	"zntA"
TU0-13049	G6407 // G6406 // G6405	"ybhP" // "clsB" // "ybhN"
TU0-8488	EG11920	"pepE"
TU0-13436	EG11806	"yebE"
TU00011	EG10082 // EG11093 // EG10083	"aroL" // "yaiA" // "aroM"
TU0-13829	EG11377	"plsC"
TU00390	G6548 // G6547 // EG11489	"csgC" // "csgB" // "csgA"
TU0-14228	EG10922	"coaA"
TU0-14784	EG10461	"htpG"
TU0-4441	EG12450 // G7413	"norW" // "norV"
TU0-8471	G6528 // G6529 // G6530 // G6531	"pgaD" // "pgaC" // "pgaB" // "pgaA"
TU0-1342	G7071	"cbl"
TU0-941	EG10265 // EG10347 // EG10339 // EG10342 // EG10214 // EG10619 // EG10623 // EG10344 // EG10620 // EG10604 // EG10622 // EG10621 // EG10341 // EG11086 // EG11085 // EG11084	"lpxC" // "ftsZ" // "ftsA" // "ftsQ" // "ddlB" // "murC" // "murG" // "ftsW" // "murD" // "mraY" // "murF" // "murE" // "ftsI" // "ftsL" // "rsmH" // "mraZ"
TU0-13813	G7538	"yghG"
TU00373	G6236 // G6237 // EG10508 // EG11098	"yajO" // "dxs" // "ispA" // "xseB"
TU0-9	EG11992	"molR_1"
TU0-13809	EG11779 // EG12443	"trmI" // "yggL"
TU00370	EG11418 // EG11701	"dcd" // "udk"
TU0-14208	G7941 // EG10021	"yjiX" // "yjiA"
TU0-14746	EG12734 // G81	"uxaA" // "uxaC"
TU0-42622	EG10935	"sdiA"
TU0-8356	G6268	"ybbN"
TU0-13015	G6360	"insH-3"
TU0-13401	G6971	"cdgI"
TU0-8846	G0-9041	"ldrD"
TU00354	EG10939 // EG10667	"secE" // "nusG"
TU0-13793	EG12878	"zapA"
TU0-14191	EG12548	"yjhF"
TU0-14714	G7264 // G7263	"murP" // "murQ"
TU0-42592	G0-16601	"micL"
TU0-8338	G7444	"ygcG"
TU0-12999	G6344 // G6343 // G6342 // G6341 // G6340 // G6339	"citC" // "citD" // "citE" // "citF" // "citX" // "citG"
TU0-13383	G6932	"hxpB"
TU0-8830	G7900	"insG"
TU00335	EG10871 // EG10873 // EG10894 // EG10895	"rplJ" // "rplL" // "rpoB" // "rpoC"
TU0-13777	G7493	"yqeA"
TU0-14174	G7884	"yjgL"
TU0-14688	EG12117	"ompX"
TU0-42568	EG10083 // EG11093 // EG10082	"aroM" // "yaiA" // "aroL"
TU0-12981	EG11635	"nohB"
TU0-8324	EG10642	"narK"
TU0-13367	G0-8876	"rydB"
TU0-8814	G6954	"nudG"
TU00316	EG11910 // EG11911	"pflD" // "pflC"
TU0-13760	G7468 // G7467	"yqeJ" // "yqeI"
TU0-14158	G7865	"fklB"
TU0-14669	EG11879 // EG11880	"rraA" // "menA"
TU0-42543	EG10637	"nanA"
TU0-12964	EG12708	"ybcI"
TU0-8242	EG10925	"ruvC"
TU0-13351	G0-9561	"blr"
TU0-8794	EG10281	"fadR"
TU0-13742	G7456	"tcdA"
TU00303	EG10149 // EG10146 // EG10602 // EG10601	"cheW" // "cheA" // "motB" // "motA"
TU0-14140	EG12178 // EG12176	"dsbD" // "yjdC"
TU0-14646	G7321	"yfgM"
TU0-42516	EG11270	"ilvL"
TU0-12944	G6255	"mscK"
TU0-8145	EG12624	"yiaG"
TU0-13333	G6839 // G6838	"rspA" // "rspB"
TU0-8774	EG12319	|can|
TU0-13725	G7430 // G7429 // G7428 // G7427 // G7426 // G7425 // EG12845	"casA" // "casB" // "casC" // "casD" // "casE" // "cas1" // "cas2"
TU00284	EG10443 // EG10442	"hipA" // "hipB"
TU0-14123	EG11939	"ghxP"
TU821	EG11966	"adiY"
TU0-14627	EG11018	"trg"
TU0-42493	G6825	"cspI"
TU0-12926	EG12183	"ampG"
TU0-7861	G6806 // G6805 // G6804 // G6803 // G6802 // G6801 // G6800	"tam" // "lsrG" // "lsrF" // "lsrB" // "lsrD" // "lsrC" // "lsrA"
TU0-13316	G6819	"pinQ"
TU0-8756	EG11674	"ygiH"
TU0-13708	G7395	"kbp"
TU00267	EG11284	"fabZ"
TU0-14105	EG11206	"yjaA"
TU782	EG11918	"zraP"
TU0-14608	EG12316	"acnB"
TU0-42470	EG10829	"recG"
TU0-12908	EG10428	"hemB"
TU0-7744	G7120 // G7122	"yegZ" // "yegR"
TU0-13300	G6806	"tam"
TU0-8739	G7310	"yfgO"
TU0-13690	G7360	"yfjI"
TU00251	EG10158 // EG10159	"clpP" // "clpX"
TU0-14080	EG10929	"sbp"
TU661	EG10746	"polA"
TU0-14552	EG10725 // EG10724 // EG10723 // EG10722 // EG10721	"phnP" // "phnO" // "phnN" // "phnM" // "phnL"
TU0-42451	EG10059 // EG10058 // EG10057	"araH" // "araG" // "araF"
TU0-12889	EG11236	"pdeL"
TU0-7461	EG11387	"amyA"
TU0-13284	EG12713	"yddG"
TU0-8723	G7108	"yegH"
TU0-13671	G7350 // G7349	"patZ" // "yfiP"
TU00235	EG11501	"adiA"
TU0-14063	EG11840	"yihN"
TU565	EG10441 // EG10900	"ihfB" // "rpsA"
TU0-14530	EG30074 // EG30081	"rrfE" // "rrlE"
TU0-4192	EG12434	"ygiM"
TU0-12873	G6151	"yagN"
TU0-7181	G0-10201	"istR-2"
TU0-13267	G6750	"ydcR"
TU0-8706	EG11645	"ydeJ"
TU0-13653	G0-8908	"IS128"
TU00219	EG11866 // EG11867 // EG11868	"rhaD" // "rhaA" // "rhaB"
TU0-14046	EG10738	"pldA"
TU502	EG11531	"cfa"
TU0-14511	EG10189	"cysH"
TU0-41792	G6786	"gadC"
TU0-12857	EG11091	"frsA"
TU0-6982	EG12203	"cspB"
TU0-13251	G6732	"hrpA"
TU0-8689	EG11533	"ychH"
TU0-13636	G7292 // G7291 // G7290 // G7289 // G7288 // G7287	"eutS" // "eutP" // "eutQ" // "eutT" // "eutD" // "eutM"
TU00202	EG10735 // EG10783 // EG10782 // EG10784 // EG10734	"phoU" // "pstB" // "pstA" // "pstC" // "pstS"
TU0-14029	EG10375 // EG10376	"mnmG" // "rsmG"
TU441	EG12606 // EG50003	"fabF" // "acpP"
TU0-14489	EG10830 // EG11070 // EG11071	"recJ" // "dsbC" // "xerD"
TU0-4146	EG10545 // EG11284 // EG10316 // EG10455	"lpxA" // "fabZ" // "lpxD" // "skp"
TU0-12841	EG10246	"mltD"
TU0-6687	EG11067	"valS"
TU0-13235	G6692 // G6691	"lomR_1" // "ynaA"
TU0-8672	G6446	"ybjM"
TU0-13618	EG11145	"pdeA"
TU00186	EG10551	"lysR"
TU0-14013	EG11693	"emrD"
TU356	EG10659	"nmpC"
TU0-14466	EG10704 // G6234 // EG10666 // EG11322	"pgpA" // "thiL" // "nusB" // "ribE"
TU0-3645	G6523 // G6522 // G6521 // G6520 // G6519 // G6518 // G6517	"rutA" // "rutB" // "rutC" // "rutD" // "rutE" // "rutF" // "rutG"
TU0-12822	EG11090 // EG12334 // EG12333	"mtn" // "btuF" // "yadS"
TU0-6636	EG10100 // EG10101 // EG10104 // EG10098 // EG10105 // EG10103 // EG10102 // EG10099	"atpC" // "atpD" // "atpG" // "atpA" // "atpH" // "atpF" // "atpE" // "atpB"
TU0-13218	G6665	"mppA"
TU0-8653	G7522	"yqgC"
TU0-13602	G7222	"tfaS"
TU00170	EG11810 // EG10371 // EG11442	"gcvP" // "gcvH" // "gcvT"
TU0-13998	EG12298 // EG12297 // EG12296	"yibQ" // "envC" // "gpmM"
TU281	G7347 // G7348 // EG12341 // EG11897	"rseC" // "rseB" // "rseA" // "rpoE"
TU0-14433	EG12242 // EG12243	"gadW" // "gadX"
TU0-36422	EG11065	"uxaB"
TU0-12807	EG10531	"leuO"
TU0-6563	EG10976	"ssb"
TU0-13199	EG10705	"pgpB"
TU0-8637	G6762	"yncD"
TU0-13585	G7191	"yfcD"
TU00154	EG10483 // EG10484 // EG10485 // EG10486 // EG10487	"hypA" // "hypB" // "hypC" // "hypD" // "hypE"
TU0-13982	EG11186	"yiaA"
TU161	EG10269 // EG10672	"envZ" // "ompR"
TU0-14408	EG11236	"pdeL"
TU0-3622	EG12837 // EG12836 // EG12835 // EG12834	"yhdZ" // "yhdY" // "yhdX" // "yhdW"
TU0-12789	EG11555	"yaaJ"
TU0-6509	EG10544	"lpp"
TU0-13178	G6629	"ycgV"
TU0-8620	G7887	"yjgN"
TU0-13569	G7171 // G0-10460 // G7170 // G7169 // G7168 // G7167 // G7166	"arnF" // "arnE" // "arnT" // "arnD" // "arnA" // "arnC" // "arnB"
TU00137	EG11316	"malS"
TU0-13964	EG12241 // EG12240	"mdtF" // "mdtE"
TU00520	EG30064	"pheU"
TU0-14388	EG10608	"mreB"
TU0-3421	G7241	"lpxP"
TU0-1190	EG30076 // EG30083 // EG30010 // EG30045 // EG30090	"rrfH" // "rrlH" // "alaV" // "ileV" // "rrsH"
TU0-6442	EG10695	"pepD"
TU0-13162	G6607	"ymgC"
TU0-8602	EG11260	"yifB"
TU0-13553	EG12042	"yejG"
TU00121	EG10359	"fur"
TU0-13946	EG12220	"yhhT"
TU00504	EG11037 // EG30102 // EG30107 // EG30036 // EG30101	"tufB" // "thrU" // "tyrU" // "glyT" // "thrT"
TU0-14366	EG12395 // G0-10441	"ybgE" // "cydX"
TU0-3124	EG12318	"cueO"
TU0-1064	G7716	"fkpA"
TU0-6301	EG11580 // EG11357	"ybiB" // "dinG"
TU0-13145	G6581 // G6580	"rluE" // "nudJ"
TU0-8586	EG12228	"yhiM"
TU0-13534	EG12022	"dusC"
TU00105	EG10358	"fumC"
TU0-13928	G7741	"yrfF"
TU00488	EG10382 // EG11198	"glmS" // "glmU"
TU0-14346	G7093	"galF"
TU0-2644	EG30063	"micF"
TU-8435	EG11385	"ahpF"
TU0-5881	EG11476 // EG11474 // EG11473	"ubiB" // "ubiJ" // "ubiE"
TU0-13128	G6558	"dinI"
TU0-8568	G6416	"rlmF"
TU0-13518	EG10611	"mrp"
TU00088	EG11041	"tyrP"
TU0-13909	EG11180	"mscL"
TU00472	EG10920	"rpsU"
TU0-14328	EG12095	"secG"
TU0-2421	G0-10689 // EG12525	"mgtL" // "mgtA"
TU-8407	EG10859	"rne"
TU0-5561	EG10664 // G7533 // G7532 // EG10627	"nupG" // "mltC" // "yggX" // "mutY"
TU0-13112	G6514	"torS"
TU0-8552	G6250	"ybaY"
TU0-13501	G7112 // G7111	"yegL" // "yegK"
TU00072	EG10037 // EG10029	"alkB" // "ada"
TU0-13893	G7673 // G0-10562	"yhcF" // "ychE_2"
TU00454	EG12142 // EG11623	"sdaC" // "sdaB"
TU0-14311	EG11912	"frwD"
TU0-1963	G7546	"glcC"
TU-8384	G7312 // G7311	"yfgD" // "bepA"
TU0-5184	EG10229	"flk"
TU0-13096	G6486	"zapC"
TU0-8536	G6334	"uspG"
TU0-13484	G0-10456	"yoeF"
TU00056	EG10792 // EG10795	"purD" // "purH"
TU0-13877	G7651 // G7650	"yhbT" // "yhbS"
TU00437	EG10896	"rpoD"
TU0-14292	EG11680 // G7665	"lptB" // "lptA"
TU0-1742	EG11331	"ribA"
TU0-4981	G7748 // G7747	"nfuA" // "yhgH"
TU0-13079	EG12690 // G6465	"rarA" // "lolA"
TU0-8518	G0-8873	"glmZ"
TU0-13466	G7055	"hchA"
TU00040	EG11230	"melR"
TU0-13860	EG12732	"sstT"
TU00420	EG11381	"glgS"
TU0-14262	EG11199 // EG10093	"mioC" // "asnC"
TU0-1521	EG10321	"fliC"
TU0-4802	EG10114 // EG10115 // EG10116	"bglB" // "bglF" // "bglG"
TU0-13063	G6432 // G6431 // G6430 // G6429 // EG12407	"gsiD" // "gsiC" // "gsiB" // "gsiA" // "iaaA"
TU0-8501	EG11469	"rhtB"
TU0-13449	EG10921	"ftnA"
TU00024	EG10365	"galS"
TU0-13843	G7587 // G7586 // G7585 // G7584 // G7583 // G0-10545	"yqiI" // "yqiH" // "yqiG" // "insD-5" // "insC-5" // "insCD-5"
TU00403	EG11972 // EG11973	"htrE" // "yadV"
TU0-14240	G0-8903	"C0465"
TU0-14802	G6120 // G6121 // G0-10432 // G6122 // G6123 // G6124 // G6125	"ykfI" // "yafW" // "ykfH" // "ykfG" // "yafX" // "ykfF" // "ykfB"
TU0-4545	EG11698 // EG10363 // EG10366 // EG10362	"galM" // "galK" // "galT" // "galE"
TU0-13046	EG11238	"ybhB"
TU0-8485	EG31116	"oxyS"
TU0-13433	EG11505	"holE"
TU00008	EG11039 // EG10078	"tyrA" // "aroF"
TU0-13826	G7567	"yqhH"
TU00387	EG12194 // EG12193	"cbpM" // "cbpA"
TU0-14225	EG11335 // EG11296	"nadR" // "radA"
TU0-14781	G6184	"yahE"
TU0-4404	G6643	"puuP"
TU0-8458	EG10662 // G6876 // G6875 // G6874 // G6873 // G6872 // G6871	"nth" // "rsxE" // "rsxG" // "rsxD" // "rsxC" // "rsxB" // "rsxA"
TU0-13033	EG12359	"ybgD"
TU0-13417	EG12693 // EG10683	"nudL" // "pabB"
TU0-13030	EG11524	"ybfD"
TU0-13414	G6992	"yoaA"
TU0-8872	EG11257	"dgcC"
TU0-13806	G7525 // G7524	"yqgF" // "yqgE"
TU00367	EG11110 // EG11010 // EG11011 // EG11007	"ybgC" // "tolQ" // "tolR" // "tolA"
TU0-14205	G7937	"yjiS"
TU0-14742	G0-16680 // EG12241 // EG12240 // EG11544	"gadF" // "mdtF" // "mdtE" // "gadE"
TU0-42614	EG12128	"lgt"
TU0-8353	G592	"ldhA"
TU0-13012	G6356 // G6355	"djlC" // "ybeU"
TU0-13398	G6966	"yeaD"
TU0-8843	G0-9602	"ldrA"
TU00351	EG10880 // EG11023 // EG11153 // EG10915	"rplS" // "trmD" // "rimM" // "rpsP"
TU0-13790	G7513	"yqfB"
TU0-14188	G7907 // G0-10515 // G7906	"yjhV" // "yjhW" // "insO-2"
TU0-42588	EG10363	"galK"
TU0-8335	EG11373	"mltF"
TU0-12996	G6337	"rnk"
TU0-13380	G0-10453	"yniD"
TU0-8827	EG11637	"marC"
TU00332	EG10270 // EG10857	"era" // "rnc"
TU0-13774	G7490	"ygeX"
TU0-14171	G7880	"bdcA"
TU0-14682	G0-9562	"ecnB"
TU0-42565	EG12042	"yejG"
TU0-12978	G0-10436	"rzoD"
TU0-8302	EG20173	"pta"
TU0-13364	G6902 // G6901 // G6900	"ydhY" // "ydhV" // "ydhW"
TU0-8811	EG10488	"iap"
TU00313	EG11746 // EG11675	"panC" // "panB"
TU0-13757	G7464	"yqeF"
TU0-14155	G7851	"yjfN"
TU0-14663	EG11541	"kup"
TU0-42537	EG50003	"acpP"
TU0-12961	G6273	"ylbG"
TU0-8223	EG10591	"metR"
TU0-13348	G6865	"ydgA"
TU0-8791	G6622	"emtA"
TU0-13739	EG12373	"ppnN"
TU00300	EG11595 // EG11596 // EG11666 // EG11597 // EG11598	"moaA" // "moaB" // "moaC" // "moaD" // "moaE"
TU0-14137	G7829 // G7828	"yjdJ" // "yjdI"
TU875	EG11030 // EG11871 // M004 // EG10204	"trpS" // "gph" // "rpe" // "dam"
TU0-14643	EG12133	"ucpA"
TU0-42513	EG11275	"ivbL"
TU0-12941	G6253	"ylaC"
TU0-8101	G6397	"pgl"
TU0-13330	EG31115	"dicF"
TU0-8769	EG10089	"aslA"
TU0-13722	G7420 // G7419	"ygbM" // "ygbL"
TU00281	EG10410 // EG10409	"glyS" // "glyQ"
TU0-14120	EG10001	"alr"
TU797	EG30098	"spf"
TU0-14621	G6557	"bssS"
TU0-42486	EG11277	"thrL"
TU0-12921	EG10704 // G6234 // EG10666 // EG11322 // EG11321 // EG11320	"pgpA" // "thiL" // "nusB" // "ribE" // "ribD" // "nrdR"
TU0-7823	EG10673	"ompT"
TU0-13313	G6816	"ydfI"
TU0-8753	G7553	"yghU"
TU0-13703	G7385	"ypjC"
TU00264	EG10673 // EG10268	"ompT" // "envY"
TU0-14101	G0-9388	"sroH"
TU723	EG10625	"mutS"
TU0-14574	EG30050 // EG12095	"leuU" // "secG"
TU0-42466	EG10935	"sdiA"
TU0-12904	G6213 // G6212 // G0-10541	"insD-1" // "insC-1" // "insCD-1"
TU0-7722	EG11752 // EG11751	"otsB" // "otsA"
TU0-13297	EG11780	"ydeK"
TU0-8736	G7256	"yfeN"
TU0-13686	EG11782	"smpB"
TU00248	EG12198 // EG10144 // EG10143 // EG10142 // EG10141 // EG10140	"chbG" // "chbF" // "chbR" // "chbA" // "chbC" // "chbB"
TU0-14076	EG11869	"kdgT"
TU641	EG10084	"aroP"
TU0-14549	EG11016 // EG30108	"tpr" // "tyrV"
TU0-4242	G7537	"yghF"
TU0-12886	G6175	"rclR"
TU0-7401	EG10033	"agp"
TU0-13280	EG11761	"pptA"
TU0-8720	G7048	"yedP"
TU0-13667	EG11371 // EG11372	"pgpC" // "tadA"
TU00232	EG10217	"accD"
TU0-14060	EG11835	"yihI"
TU561	G6492 // G6491 // G6490	"pqiC" // "pqiB" // "pqiA"
TU0-14527	EG11014 // EG10943	"topB" // "selD"
TU0-4189	EG12705	"yggN"
TU0-12870	G6146 // G6145 // G0-10538	"insA-3" // "insB-3" // "insAB-3"
TU0-7162	EG11423 // EG11426 // EG11425 // EG11353 // EG11352 // EG11351 // EG11350 // EG11340 // EG11339 // EG11341	"waaU" // "waaZ" // "waaY" // "waaJ" // "waaO" // "waaB" // "waaS" // "waaP" // "waaG" // "waaQ"
TU0-13264	G6745	"sutR"
TU0-8703	G6769	"yddH"
TU0-13650	EG12401	"rlmN"
TU00215	EG10278 // EG10279	"fadA" // "fadB"
TU0-14043	EG11465 // EG11464	"yigG" // "yigF"
TU491	EG11072	"xseA"
TU0-14506	G6283	"glxK"
TU0-41760	G6700 // G6701	"ompN" // "ydbK"
TU0-12854	G6118 // G6117 // G6116	"yafP" // "yafO" // "yafN"
TU0-6941	EG12428 // EG10845	"rhoL" // "rho"
TU0-13248	EG11309	"pdxI"
TU0-8686	EG11516	"ycgB"
TU0-13633	G7280	"yffS"
TU00199	EG11781 // EG11945 // EG11946 // EG11947 // EG11948 // EG11949 // EG11950	"nrfA" // "nrfB" // "nrfC" // "nrfD" // "nrfE" // "nrfF" // "nrfG"
TU0-14026	EG11726	"cbrB"
TU404	EG10400	"glpR"
TU0-14486	EG30070 // EG30077 // EG30008 // EG30043 // EG30084	"rrfA" // "rrlA" // "alaT" // "ileT" // "rrsA"
TU0-4021	G6639	"pdeR"
TU0-12838	EG11736	"gmhB"
TU0-6683	EG10786	"ptrA"
TU0-13232	G0-10449	"rzoR"
TU0-8667	EG11929	"zur"
TU0-13615	G7251	"yfeO"
TU00183	EG10539	"livJ"
TU0-14010	EG11689	"nepI"
TU352	EG10061	"arcA"
TU0-14463	EG10636	"nagC"
TU0-36440	EG10740	"plsB"
TU0-1282	G0-10580 // EG10359 // EG10318	"uof" // "fur" // "fldA"
TU0-6631	EG11041	"tyrP"
TU0-13215	G0-10446 // G6662	"ymjC" // "mpaA"
TU0-8650	G7239	"ypdI"
TU0-13599	G7217	"yfdC"
TU00167	EG11012	"tonB"
TU0-13995	EG10937 // EG20091	"secB" // "gpsA"
TU262	EG11828 // EG11829	"mobB" // "mobA"
TU0-14425	G0-9381	"sroA"
TU0-36418	EG10735 // EG10783 // EG10782 // EG10784	"phoU" // "pstB" // "pstA" // "pstC"
TU0-12804	EG11571	"yabI"
TU0-6557	EG10258 // EG10810	"eno" // "pyrG"
TU0-13195	EG12433	"rluB"
TU0-8633	G6438	"gstB"
TU0-13582	G7188 // G7187	"yfbU" // "hxpA"
TU00151	EG10290 // EG10289 // EG10288 // EG10287 // EG10286	"fecE" // "fecD" // "fecC" // "fecB" // "fecA"
TU0-13979	EG12271	"yiaD"
TU123	EG10802	"putP"
TU0-14405	EG11551	"hypF"
TU0-3581	EG10452 // EG10007 // EG12125 // EG12124 // EG10072	"hisP" // "hisM" // "hisQ" // "hisJ" // "argT"
TU0-12786	EG12309	"yjtD"
TU0-6506	EG10453	"hisS"
TU0-13175	G6621	"ldcA"
TU0-8616	EG11436	"ahr"
TU0-13566	G7161 // G7160	"yfaX" // "rhmD"
TU00134	EG11045	"udp"
TU0-13959	EG10412	"gor"
TU00517	EG10505 // EG10665 // EG11179 // EG30061	"infB" // "nusA" // "rimP" // "metY"
TU0-14385	G7776	"insJ"
TU0-3382	EG11699	"gpmA"
TU0-1187	EG30075 // EG30082 // EG30035 // EG30089	"rrfG" // "rrlG" // "gltW" // "rrsG"
TU0-6425	EG10566	"manA"
TU0-13159	G6603	"bluF"
TU0-8599	EG11714	"cbrA"
TU0-13550	G7147	"mepS"
TU00118	EG10133	"cadC"
TU0-13943	EG12214	"yhhN"
TU00501	EG30065	"pheV"
TU0-14363	G6308	"insH-2"
TU0-3104	EG11887	"trxC"
TU0-1061	EG11297 // EG11831	"dsbA" // "srkA"
TU0-6223	EG10743 // EG10914 // EG11177 // EG11178 // EG10505 // EG10665 // EG11179 // EG30061	"pnp" // "rpsO" // "truB" // "rbfA" // "infB" // "nusA" // "rimP" // "metY"
TU0-13142	G6577 // G6576	"cobB" // "nagK"
TU0-8583	EG12211	"panZ"
TU0-13531	EG12019	"yohF"
TU00101	EG10182 // EG10181 // EG10180 // EG10179 // EG10178	"cyoE" // "cyoD" // "cyoC" // "cyoB" // "cyoA"
TU0-13925	G7735 // G7734	"yhfZ" // "yhfY"
TU00485	EG11279 // EG10811 // EG10805	"pyrL" // "pyrI" // "pyrB"
TU0-14343	EG12780	"diaA"
TU0-2581	EG10306	"fhuE"
TU-8431	G7366	"rnlB"
TU0-5781	G7532 // EG10627	"yggX" // "mutY"
TU0-13125	EG11343	"mdtG"
TU0-8565	G6398	"ybhD"
TU0-13515	G7139	"rcnB"
TU00085	EG11276 // EG11005 // EG11006	"tnaC" // "tnaA" // "tnaB"
TU0-13906	G7694	"yhdU"
TU00469	EG10380 // EG10377 // EG10379	"glgP" // "glgA" // "glgC"
TU0-14325	G6492	"pqiC"
TU0-2342	EG10944	"serA"
TU-8399	G7035	"yecR"
TU0-5522	EG10329 // EG10891 // EG10886 // EG11312	"mutM" // "rpmG" // "rpmB" // "yicR"
TU0-13109	G6509 // G0-10430 // G0-10536	"insB-4" // "insA-4" // "insAB-4"
TU0-8549	G6194	"yahO"
TU0-13498	G7096 // G7095 // G7094	"wcaK" // "wcaL" // "wcaM"
TU00069	EG11061	"uvrA"
TU0-13890	EG11383 // G7668	"elbB" // "mtgA"
TU00451	G7025 // G7024	"yecM" // "cutC"
TU0-14306	EG11794	"rlmM"
TU0-1902	G7679	"dcuD"
TU-8381	G6939	"spy"
TU0-5163	G7855	"ulaG"
TU0-13093	EG10094	"asnS"
TU0-8533	G6365	"ubiF"
TU0-13481	G7078	"yoeE"
TU00053	EG10728 // EG10733	"phoB" // "phoR"
TU0-13874	G7640 // G7639 // G7638	"yraK" // "yraJ" // "yraI"
TU00434	EG10920 // EG10239 // EG10896	"rpsU" // "dnaG" // "rpoD"
TU0-14288	EG10617	"mtr"
TU0-1701	G6855	"asr"
TU0-4929	EG10092	"asnB"
TU0-13076	G6458	"lysO"
TU0-8515	G0-8866	"micA"
TU0-13463	G7051 // EG12710	"yedR" // "yedJ"
TU00037	EG10533 // EG11491	"lexA" // "dinF"
TU0-13857	G7605	"ygjQ"
TU00417	G0-8893 // EG10241 // EG10240	"tpke11" // "dnaK" // "dnaJ"
TU0-14255	EG10881 // EG11231	"rplT" // "rpmI"
TU0-14821	EG10258	"eno"
TU0-4782	EG10165	"crr"
TU0-13060	G6424	"ybiU"
TU0-8498	G0-9608	"rdlC"
TU0-13446	G7030 // G7029 // G0-10539	"insA-5" // "insB-5" // "insAB-5"
TU00021	EG11311 // EG10317	"dusB" // "fis"
TU0-13839	G0-9387 // EG10465	"sroG" // "ribB"
TU00400	EG10462	"htpX"
TU0-14238	G0-10511	"yeiW"
TU0-14798	EG11014 // EG10943	"topB" // "selD"
TU0-4522	EG12630	"gntR"
TU0-13043	G6400	"ybhI"
TU0-8481	G7748	"nfuA"
TU0-13430	G7010	"yebW"
TU00005	EG10067	"argF"
TU0-13823	G7565 // G7564	"dkgA" // "yqhD"
TU00384	EG10701	"pflB"
TU0-14221	EG12171	"yjjI"
TU0-14771	EG12204 // G7000	"cspC" // "yobF"
TU0-4343	EG10626 // EG10936 // EG11087	"mutT" // "secA" // "secM"
TU0-8454	G6383 // G6382 // G6381 // G6380 // G6379	"nei" // "ybgL" // "ybgK" // "ybgJ" // "ybgI"
TU0-4285	EG11569	"lptD"
TU0-8373	EG10238 // EG10861 // EG10546 // EG10545 // EG11284 // EG10316 // EG10455 // G6093	"dnaE" // "rnhB" // "lpxB" // "lpxA" // "fabZ" // "lpxD" // "skp" // "bamA"
TU0-13027	EG11523 // G6376	"ybfC" // "ybfO"
TU0-13411	G6988 // G6987	"yeaW" // "yeaV"
TU0-8867	EG11214 // EG10237 // EG10244 // EG11215	"yjjA" // "dnaC" // "dnaT" // "yjjB"
TU00364	EG11883 // EG11884	"tehA" // "tehB"
TU0-14202	G7932 // G7931	"yjiM" // "yjiL"
